Cement,Water,FineAggregate,CoarseAggregate,PET_%,w/c ratio,CS_7d,CS_28d
393.05718278368664,189.45957728384508,508.4272549303822,828.4626809620522,20.0,0.48058648867411435,18.96062982270373,26.594039267714347
391.03270955749025,187.18242481428362,434.87845849465685,860.8902213907357,30.0,0.4397855599045742,11.617155200276883,25.271538562960647
406.3414414189856,189.57902827044938,352.8355034956026,847.7457287969772,39.0,0.47184572708365535,14.913778800317026,18.89124756174386
406.7716511740525,189.0507756014946,628.7197626601694,849.4380991534699,0.0,0.4736247183698488,29.152952774357754,42.49099758045867
405.3555900288568,187.87290179589675,549.2441582543739,858.2805736902774,9.0,0.4532589432551586,19.11765885465419,27.936226310848085
392.6882935387795,187.63374970472768,541.5984092955978,833.8941537989889,20.0,0.4087868111242657,18.98207097292475,23.143934022989654
392.3339212828336,191.73166201051893,431.2440752422335,852.7715779986585,31.0,0.4929529144247826,18.550555539101296,20.04571870832477
392.4859444697109,194.30867475203644,383.5336182728415,828.2493226466264,41.0,0.49264494235897116,10.860920825562657,14.908654242914281
405.6302896350283,195.27940887177493,559.0200769906126,852.9814852367806,11.0,0.41642657979309927,21.34333207644923,34.13162323436049
400.4613084953824,190.58830484123501,537.0880216325244,836.6978042969054,21.0,0.47137824548553264,22.473415907306023,25.50777748693719
400.79562123829265,191.38744675388338,430.099450836245,835.2144980727359,31.0,0.4383891221373212,10.712506277006112,25.46448364264302
402.48475991827985,188.16898040708364,383.593284944539,846.1083221228567,40.0,0.41392720726633875,15.680902610618617,19.435796181504635
400.6692218395264,195.9389258305096,621.5438884489812,827.0669951893101,0.0,0.4706980461243459,30.594602958738154,37.88792436207551
394.0908918633893,194.14064082223615,548.7592594852345,851.1854116744047,10.0,0.4821257304672013,19.36465329521187,30.881108437058575
392.54977324663963,190.97287290560368,533.8918146311821,826.996697093951,21.0,0.44089551770854934,21.57254106460802,23.192723791714748
401.96885402410453,192.65508347322975,435.6471629893181,844.961174591093,31.0,0.4959074794564028,16.85198441498133,17.339923405753993
398.47193724840963,189.87929616475725,370.5980105261062,857.4740963537186,40.0,0.41007946030158865,9.892512306255618,17.13114133111255
401.8592581051764,188.022126642252,565.7500208904298,852.6033854849635,9.0,0.4707238634313399,18.684596796343673,33.5441134839823
402.13430092765714,191.24130671302385,531.4577694249889,858.3746805907606,20.0,0.4910686198255713,19.24013847404194,23.575340240214317
393.3104102073458,188.86320879494122,440.4996315600997,834.2858565061975,30.0,0.4518838057126072,10.81386902552223,23.074302735228315
391.09523277644064,190.351972416459,378.11413794392047,821.1852809201841,39.0,0.4114267300055688,14.556762578411146,20.359914861766786
408.4592046359697,191.65700122318813,609.2334791235629,857.738188997572,1.0,0.40328466702434385,31.372295886847436,38.745527772898356
401.55263908183093,188.65513317427974,530.3551664098638,833.4589268453103,9.0,0.45805883502780437,21.555510009262026,26.067633581254213
403.2707474403342,188.7803596686975,540.4428126987782,826.9465091101246,20.0,0.4860632017890734,20.603505289876534,24.07813915909292
395.99191823532954,190.0993692626861,422.89272461830393,838.07155621347,31.0,0.43493869990493333,17.289446762976,18.79841192050326
397.5545189488034,195.36564813292333,369.49814416936294,832.7617871688389,41.0,0.44532888347480276,10.450731760201366,16.19582028446351
398.0152612175065,192.5964033130822,535.2096098372285,828.2771252198108,9.0,0.40755033638038896,21.09703682252176,31.535370655991738
407.9486081963777,192.26578466659294,534.0299908594449,860.1572574246385,20.0,0.4866993760011524,20.427031469708485,25.147475079200998
395.0777712808661,188.96113099693451,427.22031516424136,844.8019591880168,29.0,0.4799916085373189,9.937228862203403,24.26943416798233
394.7636556209345,187.99441392759346,355.72688763997814,849.8906772742264,40.0,0.4830219864566992,14.505457614729865,19.61805117842217
394.0996859083164,189.93147730261012,625.8534327408448,821.5200769404295,1.0,0.47359046131960025,30.997750441326062,37.7218594196477
407.52888151750585,193.42925563614253,557.1578454055403,857.4249601416121,9.0,0.4341817351697876,19.989578420411426,28.185103349574135
401.80589885029616,189.68063640822876,526.9659563139653,837.3764660876496,20.0,0.43627578946659457,21.937490337736563,24.25828409891613
409.4909453039774,194.7975877478803,411.56951703681585,843.6310647986625,31.0,0.48945522268940916,18.443496290696658,18.065683134393147
390.44938616640235,189.68677359384947,367.6653685864347,846.3391287930459,41.0,0.42180231074940866,10.701712668960205,16.13334549746566
392.6455242225066,196.00572301236386,556.6488743043861,848.3273542578193,10.0,0.4914298806560499,18.544888348886808,33.545620870198185
395.4811044137441,192.54178002515795,528.0568155340745,854.1896721482881,21.0,0.41065787301286744,19.31175715790479,23.713617969515123
395.3299678674176,194.32184578459064,417.0292264224639,846.3239225342979,29.0,0.417537127862345,11.500210973144613,23.167409172241666
397.66277056498996,192.18917705282837,347.8786386710022,827.6513347502432,41.0,0.4184370920678963,13.596578077230875,20.00866257333268
391.3649941070818,195.3707899070303,607.4877358542898,857.6205470916766,1.0,0.4297121715623175,29.36488129516082,40.60457128194465
403.273423307253,196.3682973932476,558.3028838884101,829.5976151436303,11.0,0.4262264044299825,21.39932730894107,26.28903549868503
399.92732494402475,192.9684284891689,515.3697556326784,851.8364881498329,19.0,0.43443837320442336,19.852502339361227,25.251758850118705
404.0985109937791,192.98286058268155,425.38726051044523,824.0373364147849,30.0,0.47994158789689795,18.077543718573406,17.504228363359502
401.80461333738174,190.60973896940027,349.6632829330654,857.6925430184897,39.0,0.47900135587918563,10.796365283486931,16.45982358778168
391.7341042372437,196.5817079300393,559.3356965578273,846.5579754133705,9.0,0.46587833667107176,20.852182683103695,35.34748486554363
394.9933601771837,191.8942496364314,510.84837767278407,860.5067203198658,19.0,0.46699174645500396,18.912816551749437,25.329376982196315
409.9870699913167,192.5580658143718,425.9284047232533,833.5141942602235,31.0,0.469742026724684,10.189569291659298,25.54890608022346
409.4211649033074,196.44266489113434,364.96856866629855,855.4817060395725,41.0,0.44551436850361564,14.876451214322802,19.52869908577562
403.0033470088646,190.64697249457305,612.4270877601406,840.2424753537634,1.0,0.469628877587814,28.051915289999712,42.63409685567469
391.30712681597885,190.1529033783061,550.5796516950135,852.6289265935585,9.0,0.4737855766906525,21.084706061490675,28.457295319238497
407.533307557249,191.17506084027892,520.4777140230235,860.613652533671,21.0,0.48747016726841996,20.57841075243935,27.956807970356284
405.97566471547333,196.9793411053334,421.0284726180684,851.687531557245,29.0,0.4037596773206261,17.329639017460636,18.63621743610984
395.4337394213801,190.98287383975637,349.6679734044572,834.4548185531369,39.0,0.47322718071846454,9.366960433049398,16.282844692710427
395.94005752909766,195.52821821691902,557.6221326093697,844.5643413788358,9.0,0.49103391020575343,18.253124319716818,30.45936189207159
397.83260281080715,188.24437557296855,540.256627902377,852.9195728857353,19.0,0.408941100231226,20.466971188816874,26.77725093504446
408.8946404458282,191.6740151124987,431.5364555684283,827.681357843683,31.0,0.44015802364254875,11.337541861741613,22.28098091224164
406.6128503550125,188.20338762034996,347.8778142859125,836.3636244596499,39.0,0.4186438262144255,15.638129210704726,18.41107548379691
391.1568535312679,196.6910263014081,625.351435398537,858.1100913278085,0.0,0.4525031500860268,27.590312600647053,40.92442306240817
399.8237268173725,196.96335775806725,564.8974459218482,839.5352299286247,9.0,0.4223817614822623,21.155292576152334,29.41682106364568
401.60172415675623,187.91486837397755,537.0984345052152,831.6240017035483,19.0,0.48887480798689775,22.324525930756153,27.561335952744418
406.19032149449754,193.55241980639022,429.0342948243656,824.4794703964565,31.0,0.4005082139818026,18.08108573911713,16.684938177577198
400.65205038801525,196.6212197259205,350.3787544021782,856.7791972387226,39.0,0.4851206914048769,10.389904776189066,16.326362800476755
401.84815569319034,195.24680965925148,542.9123683160877,848.1206461023626,11.0,0.48644928803073484,21.019382234518066,33.18048814288819
407.36321608103094,189.45285532255335,508.293626388101,827.4160042132029,19.0,0.48370133283636724,21.631876223467557,25.786740761822777
402.37222756430367,194.52716639557642,413.34420421172297,856.2348303679571,30.0,0.4465470008769984,11.42514782400455,21.219233754254706
406.398938348162,189.28625161524923,382.3480523707747,821.0448044592043,40.0,0.4832134177957742,14.832119427399599,17.1062407690371
395.74076266349823,193.16926918375742,629.2474471210969,846.2725410806668,1.0,0.4376695361986799,26.134583657367195,43.40042407127871
392.5689743618638,189.83342948265582,529.7371087495287,838.2896313557005,10.0,0.4341872166038686,21.557011951162583,31.37539433742586
392.0501945598136,196.3722848723645,529.5154288920326,823.7134823642069,21.0,0.4166377586932272,21.5688677250415,26.772060103657516
399.4714777687018,187.579204605588,409.98777671031417,855.0965863679459,30.0,0.4973488969177397,19.031694936394207,19.25572291883305
392.60172480261264,194.58263195929024,346.98347665835206,821.8849420611599,40.0,0.43718335292387245,11.063074138182754,15.578723681478518
390.02058959691266,188.58938283276757,547.7415766707434,858.7721453983132,11.0,0.44513870243296755,18.72911326590574,34.98810149813953
403.8736445156298,189.2076961278876,505.2952418246337,848.2199720829885,20.0,0.4131335126409378,22.3418420903794,27.195992060824977
390.62604627495034,194.31270066973684,443.38098043791274,855.2944036836999,30.0,0.47600940784380974,10.497442571297054,22.664293875232065
396.4148548087625,194.24422672614116,375.83348048123855,829.0143657419485,39.0,0.4651666825375885,14.42057503010978,20.363103916391264
399.46419813383113,196.6819342791472,597.4210206281249,855.7449267182244,0.0,0.41536580381611127,28.71160830617222,41.04769185282257
390.3572378495664,194.9679782786403,540.7667189337391,857.4734413983964,10.0,0.4616650314520738,22.24545662209994,28.77327310233649
392.3461637792479,188.2518579220255,529.4226114891588,838.2122357959785,20.0,0.42255401424437355,19.072097819467956,26.47881005936364
396.5185092790415,192.90263938885622,424.3298699588662,860.3740562961161,29.0,0.40116205399081006,15.912115169525064,17.945666364899722
399.59877669434246,193.00020548119303,357.66650314837216,848.7992754450617,39.0,0.4952648638038717,11.248262798208053,17.125207240038378
404.98323278202565,188.45922074035144,533.1116961797067,843.8361800737666,11.0,0.44988881534513564,20.554513429021565,34.37788852535544
401.1929736697383,187.09770847419185,515.0584523297597,841.7084657353885,19.0,0.48825334858196,19.072400520341034,26.50543092545244
397.15602701856545,190.22094702219334,446.0986554525914,829.0343635944918,30.0,0.4800586699109083,9.983119118775976,21.98384296244022
392.091356806688,193.36430249543636,374.25902905947606,822.2634457930257,40.0,0.4616604581862474,15.144540645951924,18.216381024536442
408.7040363059892,196.4735046263104,615.0121864085579,852.3369090376646,1.0,0.48148251137465126,26.546345649645577,44.021703913453905
400.9518475230747,195.17297769962494,547.092731380732,846.743107807861,9.0,0.41639994809894976,20.74215030925606,30.17859820983256
401.86557296620356,193.50294185873454,521.1711571430515,845.6296808776897,21.0,0.49758652558191313,19.79257757992737,24.066086086639913
405.79397014284956,193.58707775500875,426.9278286581256,843.2145420375052,30.0,0.46532630192373303,16.81645489623578,18.49581163581864
399.865536935676,187.81526489552428,362.1304544449533,829.822444996893,40.0,0.4030652502205806,9.895980408103325,16.267478052191482
407.36545010816764,194.27169069766308,558.7082608479992,838.019733377923,10.0,0.4987649563736058,18.233078512712527,35.46534412637714
401.5735081714479,191.3861541918959,531.0103064166054,840.4667576569881,20.0,0.45977235652558646,22.02928326574864,25.661636488706236
409.84266632681346,189.83854528608646,421.3660411866493,836.3538860747119,30.0,0.4631560220092521,11.115132059610056,21.814683796949392
404.31649929364175,196.09032520665642,353.1873243548097,830.5017329969551,40.0,0.45126152052058055,14.55239833930648,17.344428056364407
398.7433077763365,187.97393392553553,606.2008319632129,844.7167359932713,1.0,0.4359233369399766,29.51874313491684,38.05435480029379
397.8216307330352,196.69412322335288,539.325337308045,847.2694665816517,11.0,0.45884126333406056,21.414598716420453,28.283106868160413
394.7405571421667,189.3467403826155,537.3483867864301,838.6809749513143,20.0,0.44487775738314034,21.15314552277171,23.87918876077802
398.9886767042748,192.87884371110385,444.94333419405734,831.1011112830167,30.0,0.41676192162883174,15.787616565728728,19.20712259126077
403.27609055243613,191.74630875749813,379.7668179587679,853.2268061180022,41.0,0.4868271280513259,9.788149716876479,15.117872512385754
395.39499223033977,187.57086856089316,550.2467811200413,858.4642276917984,9.0,0.46400029668369136,18.97439992672228,30.925508970819756
391.7711116844648,188.03308957124017,525.3868280177036,848.5283146346638,19.0,0.44798970815920736,21.583997717161175,22.48751659554332
396.4626131414056,196.73097748070347,430.2044891878187,831.1689831958997,31.0,0.44888465802569205,10.974419683027925,21.852757409902235
390.59947179745353,190.07929941591192,374.18723050946585,829.0741380849179,41.0,0.4162381894662321,13.886889986113713,19.856228686609846
393.1232768958435,189.3456129333483,628.533873312816,831.2122609891372,0.0,0.48381152896481106,31.55698401607144,42.295303910843515
399.9434952801685,193.17847240201215,563.7561993791487,843.8243898655531,11.0,0.4930948695506978,21.796012354332557,29.899541316249373
394.3135030479543,193.58885470232656,517.7545762261664,847.0493190816596,20.0,0.43485736672419706,19.065804225933558,26.239463162629377
396.36223107236236,195.66438667527646,446.73347749434515,851.097110504623,29.0,0.45670162609866677,18.229803248194617,19.728395078853346
398.08280643302066,190.2703316156324,372.7037354225434,853.3138376776503,40.0,0.48778911590413276,10.01976709087203,17.599256250521993
397.51344503763454,189.9686927456028,554.9629863517757,834.1352491154032,9.0,0.4366461534871398,19.66302952950277,34.331647301806605
397.7711620254069,191.4869362262253,511.5017652349731,835.9300716651736,20.0,0.40731959237684434,21.240553045653293,25.727363311206872
402.3898069201923,191.6349404380057,422.1914312071692,855.533345982873,30.0,0.4479181877629731,9.612463747772868,22.802277268119198
397.60391237571713,190.98822780896901,369.2068947690933,842.3441018690752,41.0,0.43943653238183505,14.956364974231002,19.917140218451582
404.3098181419855,192.21234132485336,622.8957367526823,838.2344836615214,1.0,0.4071280270055164,31.61520953407305,42.0622955444798
397.6014901787441,188.97154126572877,548.167329177744,828.7823329274121,10.0,0.44858717591863256,19.978461584426135,27.637425881732067
396.14579929852573,195.03025897832663,523.5664510670101,833.4523079662401,20.0,0.4716150674223194,19.529577411001622,25.255642381840307
392.43772186673897,188.8114934953468,434.2447141585993,828.2575339078251,29.0,0.4184585129537033,16.687568446486676,19.416217822886267
393.7045689309482,196.17752489171377,362.9810970078545,824.4815585035063,40.0,0.4550226542156262,9.450298068338023,16.826470209197208
409.02806684413315,193.0161182014633,561.7675543770716,856.3682585339363,9.0,0.47937438503805163,20.668769348306206,30.89090291020331
397.215450382212,196.05891104787761,532.7977880100672,843.2654823174687,21.0,0.4780525515243862,19.872742719951344,26.495974077561094
398.47476507297523,193.6754989929147,410.8214125533867,845.9543729870629,29.0,0.4423944812913302,9.882937592959866,22.30295960441735
407.38519249302107,191.7289196563318,367.41432407370644,828.1378386091109,39.0,0.4641971500443266,15.12721253489497,19.15726337866261
394.63894192231953,190.90905995905516,613.7790534074469,840.8706743543668,0.0,0.42745402540001254,29.542483930327432,42.234864559912985
398.85433933559057,191.45790914577228,557.9806740559447,821.6328436706233,10.0,0.41041096493841667,21.94222303194071,29.332762832629015
395.4832133311961,187.79419368988988,505.4263299838572,856.7676349865648,21.0,0.44011879140389826,19.915584276106046,24.895900840347117
402.3431156679129,191.4240993648067,440.27452453005685,847.7841046453585,31.0,0.4640168223828166,16.60359307902064,18.680434385384757
403.60263862206904,189.3082918915401,364.27434579521474,828.6129945127627,40.0,0.49941393612211676,10.736625514886708,16.579414042138943
404.6130102047849,191.6520561228372,531.4056937040314,843.4918726351164,9.0,0.417530294235766,20.843059641535792,31.063769814659043
400.71655368946165,187.9667644964672,520.0148374503274,851.2465331558099,19.0,0.43008531083532553,22.81290579002099,24.764985213573958
397.65052560488016,188.19829002017647,445.96658514512063,821.801054237033,29.0,0.48420332943764216,10.664514743725817,24.132088590492998
391.78248864232035,194.55270420496808,351.1085393454094,854.0427052101011,40.0,0.415930402061898,13.515928955980444,17.52859571208563
394.547146001922,190.4167450189692,605.2363810204395,834.8528707435602,0.0,0.4553802240712376,27.852818904573905,39.95936917932615
398.9440508100967,193.00594333360618,549.6271771078599,857.7756789285767,11.0,0.4574587382317767,21.279616521119955,28.250662999424012
400.0230599836402,190.97178777429212,523.5893047503977,846.1180021109054,20.0,0.487797432044507,21.966087975919688,27.272456556604574
405.8006087261412,190.04679139098042,410.2367713220501,837.1192071506065,30.0,0.41537911496680313,16.438178232047164,20.017460352797343
401.460828578617,196.32730740476254,369.006534019865,840.174177605514,39.0,0.49227571905133943,10.373088791143386,16.738297129947707
405.2961960180599,188.74838627260414,549.1026430585378,836.9465211108925,9.0,0.466630688583504,18.5609958350791,32.896170424301665
400.122151096935,189.3255135836538,505.19861577437206,852.0689452188677,19.0,0.4936449173883661,22.375349811593054,23.783652561023825
407.0289727510253,187.0033250612049,407.7075123845303,845.1021265537146,31.0,0.4152024853128648,9.688306607983058,24.872387070382352
